local date,local time,location,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew,r
2020-03-24,10:00:00,"Area sosta Sannio camper club, 59, Via Domenico Mustilli, Trescene, Ponticelli, Benevento, Campania, 82100, Italia",41.13146,14.78938,11,42.5,1019.6,11.0,7.0,,7.6,3.5,8.8,,3.2,,,
2020-03-23,23:00:00,"Vittorio Emanuele II, Viale Massimo Meliconi, Santo Stefano, Bologna, Emilia-Romagna, 40125, Italia",44.483628,11.355035,34,36.0,1026.7,12.0,34.0,,6.9,2.0,8.5,0.1,6.4,28.1,,
2020-03-23,23:00:00,"Belcantone, Borgo Panigale-Reno, Bologna, Emilia-Romagna, Italia",44.500093,11.286065,38,35.5,1026.0,15.0,38.0,,6.5,2.3,12.8,0.1,19.7,28.5,-7.5,
2020-03-23,23:00:00,"Chiesa Cristiana Evangelica, Via del Pioppeto, Latina, Lazio, 04013, Italia",41.5338395,12.9467669,46,39.0,1016.9,22.0,46.0,0.2,9.2,3.8,13.2,0.1,4.6,30.0,,
2020-03-24,11:00:00,"Via Giovanni Calzolaio, Acerra, Napoli, Campania, 80011, Italia",40.94108,14.36981,6,34.0,1019.0,26.0,19.0,,9.0,3.0,10.8,6.4,3.4,,-6.0,
2020-03-22,23:00:00,"Via Monsignore P. Anglese, Buscarella, Sannazzaro de' Burgondi, Pavia, Lombardia, 27039, Italia",45.10277464,8.90418742,78,6.0,,29.0,78.0,2.1,2.2,0.7,1.0,,10.1,,,
2020-03-22,23:00:00,"Via della Precacesa, San Fereolo, Lodi, Lombardia, 26900, Italia",45.30601628,9.48527511,59,78.0,1024.5,34.0,59.0,1.1,1.6,0.5,1.1,0.1,8.7,,,
2020-03-22,23:00:00,"Salita della Memoria, Brescia Antica, Zona Centro, Brescia, Lombardia, 25121, Italia",45.54006456,10.22281989,61,59.1,1012.6,20.0,61.0,,0.7,0.8,1.8,0.1,6.4,,,
2020-03-23,23:00:00,"Piazza Giuseppe Verdi, Via Guglielmo Marconi, Centro Giovanni XXIII, Viterbo, Lazio, 01100, Italia",42.4206766,12.107669,30,47.0,1021.0,16.0,30.0,0.1,4.3,4.7,9.0,0.1,1.9,30.9,,
2020-03-23,23:00:00,"6, Via Grazia Deledda, Bogolese, Sorbolo Mezzani, Parma, Emilia-Romagna, 43058, Italia",44.829145,10.391537,38,43.0,1012.9,10.0,38.0,5.1,3.0,,0.1,,23.8,26.9,,
2020-03-22,23:00:00,"Piazza Cesare Beccaria, San Niccolò, Quartiere 1, Firenze, Toscana, 50121, Italia",43.770585907976,11.271415330415,55,66.7,1020.8,17.0,55.0,0.8,0.9,,,0.1,14.7,,-4.6,
2020-03-24,11:00:00,"Chiesa Sacra Famiglia, Via Nicola Buonservizi, Fratte, Brignano Inferiore, Salerno, Campania, 84135, Italia",40.69536,14.77751,25,1.0,1015.9,,33.0,,0.5,,,,2.4,25.3,,
2020-03-23,23:00:00,"4, Via Giorgio Compiani, Cittadella, Parma, Emilia-Romagna, 43121, Italia",44.786636353,10.33647728,5,43.0,1012.9,5.0,55.0,,3.0,,0.1,,26.1,26.9,,
2020-03-22,23:00:00,"88, Via XXIV Maggio, I Passi, Porta a Lucca, Pisa, Toscana, 56123, Italia",43.73635268547,10.400971437911,63,60.0,1024.3,21.0,63.0,,1.1,1.0,2.0,0.1,7.8,,,
2020-03-23,23:00:00,"Nizzarolo, Piacenza, Emilia-Romagna, 29122, Italia",45.055889,9.747946,42,34.5,1020.6,17.0,42.0,,8.6,,,0.1,17.9,32.1,,
2020-03-23,23:00:00,"Osservatorio Astronomico “Pierino Zambonini”, Via Rescadore, Rescadore, Villa Minozzo, Appennino Reggiano, Reggio nell'Emilia, Emilia-Romagna, 42030, Italia",44.300708,10.431042,38,25.0,1035.4,7.0,38.0,,10.3,4.3,6.0,,3.7,28.9,,
2020-03-24,11:00:00,"Chiesa di Sant'Antonio da Padova, Corso Pietro Giannone, Caserta, Aldifreda, Caserta, Campania, 81100, Italia",41.07795,14.33122,-,35.7,1011.8,17.0,23.0,,9.0,3.0,,1.9,2.2,,-5.4,
2020-03-23,23:00:00,"3/3A, Viale Antonio Silvani, Saragozza-Porto, Bologna, Emilia-Romagna, 40122, Italia",44.500017,11.328501,38,35.5,1026.0,14.0,38.0,,6.5,2.3,12.8,0.1,21.1,24.4,-7.5,
2020-03-23,23:00:00,"21, Viale della Repubblica, Fiumicino, Savignano sul Rubicone, Unione Rubicone e mare, Forlì-Cesena, Emilia-Romagna, 47039, Italia",44.096869,12.403328,34,50.0,1023.9,17.0,34.0,,7.2,10.5,21.0,0.1,11.5,32.1,,
2020-03-23,23:00:00,"Monumento ai tre Martiri Toscani, Viale Giuseppe Mazzini, Centro Storico, Frosinone, Lazio, 03100, Italia",41.63729,13.35094,38,39.5,1004.4,34.0,38.0,0.1,4.4,2.0,7.5,0.1,3.7,29.7,,
2020-03-24,11:00:00,"Europa, Bottiglieri, Salerno, Campania, Italia",40.66142,14.80449,32,1.0,1015.9,23.0,28.0,0.1,0.5,,,3.7,0.8,31.8,,
2020-03-23,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Lazio, Italia",41.883706,12.3337009,46,49.3,1017.4,35.0,46.0,0.1,7.7,8.6,18.6,0.1,8.3,19.5,,
2020-03-22,23:00:00,"Soresina, Cremona, Lombardia, 26015, Italia",45.28398,9.86340258,63,65.0,1024.7,25.0,63.0,,1.1,0.5,0.3,,,,,
2020-03-21,23:00:00,"Tamoil, Via Barbi, Capo di Villa, Borgocarbonara, Mantova, Lombardia, 45037, Italia",45.04650286,11.18094889,95,65.2,1027.0,44.0,95.0,,0.2,1.3,2.8,,6.4,,,
2020-03-22,23:00:00,"PAM, 132, Via Emilio Boni, Soccorso, La Pietà, Prato, Toscana, 59100, Italia",43.872401192971,11.104666288874,55,60.3,1024.4,18.0,55.0,,1.6,1.5,1.3,0.1,11.5,,,
2020-03-24,11:00:00,"Via della Libertà, Maddaloni, Caserta, Campania, 81024, Italia",41.04592,14.37809,21,35.7,1011.8,15.0,5.0,,9.0,3.0,,,3.6,20.9,-5.4,
2020-03-24,10:00:00,"Municipalità 3, Napoli, Campania, 80137, Italia",40.86369,14.25451,18,34.0,1019.0,23.0,50.0,,9.0,3.0,10.8,1.0,1.6,18.1,-6.0,
2020-03-18,07:00:00,"Liceo Classico Domenico Cirillo, Via Vittorio Colonna, Aversa, Caserta, Campania, 81031, Italia",40.97548,14.2114,2,43.5,1023.8,35.0,84.0,,20.0,5.5,9.5,1.9,12.9,,,
2020-03-24,11:00:00,"Istituto Comprensivo ""Aldo Moro"" Plesso Cancello, Via XXI Giugno, San Felice a Cancello, Caserta, Campania, 81027, Italia",40.99052,14.42397,30,35.7,1011.8,16.0,34.0,0.3,9.0,3.0,,1.9,1.9,29.7,-5.4,
2020-03-23,23:00:00,"SP4 di Bardi, Tirolini, Lugagnano Val D'Arda, Piacenza, Emilia-Romagna, 20914, Italia",44.82389,9.830369,35,34.5,1020.6,22.0,42.0,,8.6,,,0.1,7.8,34.6,,
2020-03-22,23:00:00,"Via Iugoslavia, Sugherella, Grosseto, Toscana, 58100, Italia",42.77621678315,11.118456357027,53,85.0,1025.0,16.0,53.0,,-4.0,1.5,16.4,,11.9,,-6.0,
2020-03-24,11:00:00,"Burger King, Corso Novara, Municipalità 4, Napoli, Campania, 80142, Italia",40.85361,14.27167,30,34.0,1019.0,10.0,30.0,1.1,9.0,3.0,10.8,1.9,2.5,,-6.0,
2020-03-23,23:00:00,"Tangenziale Sud, Besurica, Piacenza, Emilia-Romagna, 29100, Italia",45.038544,9.669349,38,34.5,1020.6,13.0,38.0,,8.6,,,0.1,6.4,33.8,,
2020-03-23,23:00:00,"Stradone Bentivoglio, Taglio Corelli, Alfonsine, Unione dei comuni della Bassa Romagna, Ravenna, Emilia-Romagna, 48011, Italia",44.527432,11.982355,50,45.3,1026.1,14.0,50.0,5.1,8.1,14.6,25.6,0.1,7.8,30.5,,
2020-03-23,23:00:00,"80, Via Diaz, Il Poggio, San Clemente, Rimini, Emilia-Romagna, 47832, Italia",43.93183,12.62728,42,39.5,1017.8,29.0,42.0,,8.6,15.0,19.5,0.1,3.7,33.8,,
2020-03-22,23:00:00,"Via Bagno, Cascina Camerona, Cerano, Novara, Piemonte, 28065, Italia",45.4099034,8.7875429,78,89.0,1025.6,,78.0,,-0.5,0.1,1.1,,,,,
2020-03-22,23:00:00,"Centro Fusetti, 8, Piazza Santuario, Stella, Cascinazza, Saronno, Varese, Lombardia, 21047, Italia",45.626104,9.025004,68,63.0,1025.5,24.0,68.0,,1.1,0.7,1.0,,6.9,33.8,,
2020-03-22,23:00:00,"Pista Viale Roma, Bargana, Massa, Massa-Carrara, Toscana, 54100, Italia",44.029626188391,10.133072297499,70,49.1,1036.4,23.0,70.0,,1.9,1.0,2.3,,11.5,,,
2020-03-22,23:00:00,"Via Ferrara, Soccorso, Le Badie, Prato, Toscana, 59100, Italia",43.87191227786,11.092564625561,59,60.3,1024.4,19.0,59.0,,1.6,1.5,1.3,0.1,9.2,,,
2020-03-22,23:00:00,"36, Via Alfredo Catalani, Stazione, Campo di Marte, Livorno, Toscana, 57124, Italia",43.552268087855,10.329007715785,55,80.0,1025.0,17.0,55.0,,0.0,1.2,15.4,0.1,10.6,,-3.0,
2020-03-23,23:00:00,"22, Via della Cittadella, Centro cittadino, Giardino, Ferrara, Emilia-Romagna, 44121, Italia",44.842488,11.613141,12,20.0,1025.6,12.0,57.0,,9.7,2.0,,0.1,11.5,32.1,,
2020-03-23,23:00:00,"Località Gherardi, Jolanda di Savoia, Ferrara, Emilia-Romagna, Italia",44.839749,11.961252,31,36.0,1022.8,8.0,17.0,,10.5,6.0,6.0,0.1,3.7,31.3,,
2020-03-22,23:00:00,"Via Senato, Guastalla, Porta Venezia, Milano, Lombardia, 20121, Italia",45.470501,9.19746075,78,64.1,1025.1,30.0,78.0,,3.8,,,0.1,9.2,,,
2020-03-22,23:00:00,"Lamarmora, Zona Sud, Brescia, Lombardia, Italia",45.515945,10.21914764,65,51.3,1011.9,25.0,65.0,1.1,1.6,2.5,3.4,,5.1,38.2,,
2020-03-22,23:00:00,"59, Via delle Mandriole, Villa Fulvia, Ferrara, Emilia-Romagna, 44100, Italia",44.824263,11.649618,38,31.0,1025.8,14.0,38.0,,9.4,1.5,8.5,0.1,3.7,33.3,,
2020-03-23,23:00:00,"245a, Via Tommaso Gulli, Borgo San Rocco, Ponte Nuovo, Ravenna, Emilia-Romagna, 48122, Italia",44.419261,12.225385,34,59.0,1026.1,10.0,34.0,5.1,7.2,24.5,32.5,0.1,14.7,33.8,,
2020-03-24,10:00:00,"SS162dir, Municipalità 6, Napoli, Campania, 80147, Italia",40.86427,14.34108,37,34.0,1019.0,25.0,37.0,1.7,9.0,3.0,10.8,5.5,9.2,,-6.0,
2020-03-22,23:00:00,"Via Giuseppe Verdi, Dalmine, Bergamo, Lombardia, 24044, Italia",45.64971,9.60123469,85,74.0,1026.0,27.0,85.0,,2.0,1.5,,0.1,7.4,,-2.0,
2020-03-22,23:00:00,"45, Via Ardengo Folperti, Città Giardino, Pavia, Lombardia, 27100, Italia",45.19468231,9.16464919,70,73.0,1027.7,23.0,70.0,1.1,1.1,1.0,3.9,,9.6,33.3,,
2020-03-23,23:00:00,"17, Strada del Mezzano, I Corni, Ostellato, Unione dei comuni Valli e Delizie, Ferrara, Emilia-Romagna, 44020, Italia",44.740896,11.941937,34,31.0,1025.8,8.0,34.0,,9.4,1.5,8.5,0.1,6.4,30.9,,
2020-03-22,23:00:00,"Viale Staffarda, Cascina Flesie, Revello, Cuneo, Piemonte, Italia",44.7202123,7.4383072,89,61.0,1022.4,,89.0,,5.0,0.2,1.0,,,,,
2020-03-22,23:00:00,"Facoltà di Economia, Via Cosimo Ridolfi, La Cella, Pisa, Toscana, 56127, Italia",43.71153749249,10.409876134347,65,60.0,1024.3,20.0,65.0,,1.1,1.0,2.0,0.1,9.2,,,
2020-03-23,23:00:00,"1A, Via Coraglia, Campanella, Imola, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40026, Italia",44.355422,11.720672,18,47.5,1025.0,18.0,76.0,,0.0,4.0,,,23.8,38.6,,
